,chosun_word_before,chosun_word_after,kyunghyang_word_before,kyunghyang_word_after
11048,방위비분담특별협정,법들,한국경제인협회,회초리
11049,성료,방벽,군부,글씨
11050,공감대,82학번,대면,제330회
11051,협의회장,공포형,야건,햇살
11052,오열,국무위원들,면도,피신청인
11053,무표정,더민주전국혁신회의,24명,조서
11054,이해찬,다발,럭셔리,소규모
11055,nominal,불체포특권,선전,청소
11056,A씨,헌법수호기관,심판정,구별
11057,안부,부산,직관적,실용적
11058,체류자,접근법,세대갈등,깊이
11059,체포조,감염병,공동정권,방어막
11060,합격자,Dialogue,멧돼지,학대
11061,교차로,참모진들,일감,재조정
11062,중장년층,분절,고위공직자,21~22%
11063,219명,이자,달여,골몰
11064,대리인,트랜스젠더,저감,사회대개혁
11065,러시아어,몰살,무궁화,기치
11066,조양건,인쇄,여인,단절
11067,6년,차림,정족,진학
11068,정황,국제노동기구,박태서,무역장벽
11069,카다피,국정원장,성장론,근무지
11070,교부금,기억,투명,50~70대
11071,잔불,수수료,NBS,망국
11072,소상공인,범위,최고치,폰지사기
11073,위치정보시스템,대의,부동산정책,장기혜택
11074,국회의장,스트래티지스,오름세,문양
11075,동맥,기형적,혈액암,선포문
11076,기동함대,일한관계,초등학생,OPEN
11077,수사처,한상혁,북부,최서원
11078,FARA,풍수관,기획본부장,입틀
11079,전수,모토히코,파동,공습
11080,영구화,민영,즈음,주차
11081,허먼,검증,안동,탄핵인용
11082,일말,회색,단체사진,수업참여
11083,자유한국,4조,점심시간,아젠다
11084,낙하산식,정복,선제적,19%
11085,오산,마키아벨리즘,성남도시개발공사,지렛대
11086,야산,막무가내식,산업혁신,충북지사
11087,차등,우두머리,박신용철,확장억제
11088,전초기지,강경화,전격,쇼킹
11089,상원,무대,다수당,제3
11090,경상,필연적,성평등,상계처리
11091,중앙정보국,코리아,캐롤라인,철도
11092,중앙정부,특별위원회,1314표,시민행동
11093,조치들,벌금,도민,소득점유율
11094,對美,김정일,부대,주민센터
11095,way,50.29%,양주,표면
11096,23.0%,전경련,결실,도모
11097,임시변통,계엄옹호당,홀대,김수혜
11098,로즈가든,대통령들,대구시장,문화예술인들
11099,최저,경부고속도로,수반,출생신고
11100,2707만,방관,8%BC6,절대반지
11101,행정안전위원회,부대사,약소국,전남도의회
11102,보훈부,단일대오,중기적,초빙
11103,노스캐롤라이나,폭풍,책략,신속성
11104,도이치모터스,최적,국민연금연구원,비공식적
11105,3건,성장위,Backsliding,Defense
11106,하늘,울림,집행정지,33일
11107,부활,사연,멜랑콜리,좌지우지
11108,양식구조물,어뢰,17.1%,허리
11109,강타,개헌추진공론,외모,국가주석
11110,검열,충돌,전국여성농민회총연합,입법
11111,고등법원,고군분투,그사이,블랙
11112,남수단,시한,18회,구상화
11113,하이에나떼,서민,risk,분쇄
11114,휴교,근로시간,본래,홧김
11115,연인,고위공직자범죄수사처,25~30%,한판승부
11116,대수,중앙선거대책위원회의,심규진,37~38%
11117,16대,탄핵심판청구,한국종교지도자협의회,변방
11118,단초,외무상,황정민,영령들
11119,재조사,식물,청년세,변덕
11120,쿠팡헬퍼알바,적격성,연결지점,김영배
11121,상자,地勢,가디언,종결
11122,법꾸라지들,넘버,이진숙,기독교
11123,외서,걸프렌드,에세이,상호작용
11124,62조,감탄,내정설,토크콘서트
11125,포용,체질,수익률,어이
11126,16년,종합대책본부,여건조성작전,57.0%
11127,사이,본능,괴물,개척
11128,부양,묵인하,러시아,태부족
11129,그날,소행,개방경제,젊은
11130,쿠팡,군중,스케줄,내우외환
11131,손명수,수령,재부각,석촌호수
11132,인도주의,예일대,세계적,국세청
11133,폄훼,탄핵소추,아르바이트,이순신
11134,류우익,일벌레,다수결,지원병력
11135,한보,강서,범법자,행정2부지사
11136,1경,광역급행철도,대외정책,최단
11137,KBO,건조력,불소추특권,견강부회
11138,지침들,헌법수호,시스루피플,일방통행식
11139,패러디,악화,전열,프로페셔널
11140,76%,오름세,농담,한파
11141,수술,꾼들,계획도,국제법
11142,윤리,소설가,벨라,CCTV
11143,TCS,wealth,대법원,88.70%
11144,협상,3.1%,국가기능,명문
11145,건전재정,19혁명,11회,초반
11146,김현기,의결정족수,동국대학교,흉상
11147,태풍,resolution,에티오피아,정책조정회의
11148,소분,사회주의,정치적,맏형
11149,의성체육관,박원순,3억,26.6%
11150,시보,컴퓨터,3쯤,자중
11151,황당,4단계,입양,환황
11152,양상,코멘트,활용법,100여일
11153,직무대행,교리,불안정성,중론
11154,운하,대검,명동역,속결
11155,캠퍼스,이재노믹스,열흘,적립식
11156,9.5%,감찰,당사자,경제안보
11157,양오봉,유기,철권,분기
11158,회원,플래카드,장구,운명체
11159,중립,시험,효과적,볼보빌딩
11160,2079년,민주주의자,재등장,집착
11161,질책,사활,영남권,예정지
11162,아웅산,총무원장,기념사업,분원
11163,상응,최영준,36.6%,국제관계
11164,쿠폰,유네스코,지원자,지자체장들
11165,무혐의,맏형,704조,숙주
11166,위법재판,ETF,물가관계차관회의,양자컴퓨팅
11167,트라우마,서초,김나미,납입
11168,친윤,미군정,현대차,명룰
11169,KOrea,전시장,세제개혁,공공거버넌스
11170,멕시코,내전,사의,폐허
11171,170석,득표율,최대화,구전
11172,사유인,60대,전주지법,분만
11173,지배적,각인,은박담요,대망론
11174,마코,의문시,K-입양,2027년
11175,채팅,이국종,막자,이성윤
11176,부대변,국토교통부,171쪽,9.5%
11177,절대,상주시,30만,대세론
11178,오점,결원,토허제,허언
11179,윌슨,소시민,석열,불법계엄
11180,지하철역,근대,한사현,충당
11181,4가지,창설,일자,444만
11182,추종,접경지,태곳적,85%
11183,실질적,갈래,입법과제,유럽연합
11184,노점상,사의,물리학,노희범
11185,전략,주기,단행본,89.77%
11186,일촉즉발,상임선거대책위원장,유승민,계엄사령관
11187,정비,집착,네거티브,10여년
11188,비자금,윤갑근,권은희씨,2067년
11189,부차,출산율,227년,조선공산당
11190,각도,당직자,가톨릭관동대학교,CNN
11191,한양대,자신들,민생소통,환경부
11192,허가,김영진,가명,적법절차
11193,신분증,선포문,병력,열식
11194,여성들,안귀령,논설주간,공무
11195,호남,전기봉,노태우,지엽적
11196,머릿수,연락,도지사,최혜영
11197,국민전선,서초구,증세,기업인
11198,양태,백년,신원,관세정책
11199,단속,허리,무렵,컨벤션효과
11200,김태훈,2년,35%,어르신들
11201,강아지들,의원내각제,단행,불수용
11202,이재민들,소견,신념,지라시
11203,초보,강력부,13%P,경찰관들
11204,당무,전한길뉴스,프로그램,드라이브
11205,기사,이행정지,사인들,최고위원회의
11206,옆집,블랙,안내문,매듭
11207,설계,전북,닮은꼴,설왕설래
11208,변절자,적정,연합세력,고탄소
11209,제작,사흘,루카셴코,화상연설
11210,다이빙,수긍,3분,목적지
11211,공군력,업무부담,방화,내란특검
11212,문화동,김용옥,휴전,적법성
11213,反美,342만,금감원장,광장대선연합정치시민연대
11214,관점,18개월,직무관련성,전면
11215,박강수,有口無言,결정례,성남참여연대
11216,,국토,이용훈,유세활동
11217,,방첩,자치령,기조실장
11218,,주교도,동조세력들,정치사상
11219,,속초,법인세,여행
11220,,파시즘,개혁특위,문답
11221,,낙하산,사장,고무적
11222,,직권,외가,서방질
11223,,이란,규범적,포천시
11224,,업적,동맹,사형수들
11225,,골목골목,진천,하승수
11226,,국무회의실,창작자,행정부발
11227,,활성,재난대책,장난
11228,,토요일,핵심적,찌라시
11229,,참전,프리랜서,추계위
11230,,소재지,문맹,계엄해제요구권
11231,,가중,수요일,신나
11232,,타워,최고도,단임
11233,,전술,우려도,한길
11234,,티커,태블릿PC,17%대
11235,,SBS라디오,계명대,중심축
11236,,박철언,극단적,모순투성이
11237,,도서,제출,국토교통부
11238,,서울고검,균형,성동구
11239,,구석,김소희,과학
11240,,최선책,내실,빈곤
11241,,당국자,고비,경성
11242,,송영길,https://www.khan.co.kr/article/202210101656001/NUrl,1공수여단장
11243,,의석수,64시간,9일
11244,,문화강국,충실의무,지도부발
11245,,원전,형사부,군사쿠데타
11246,,속기록,자처,최측근
11247,,단과,지자체장,춘천지법
11248,,궤변,이준선씨,김병기
11249,,부총,궁여지책,정보위
11250,,오마이,사태도,경기침체
11251,,잡스,11억,관료
11252,,점령,찬사,8시간
11253,,히데요,80년,신창현
11254,,극도,완전민주국,대심
11255,,자원,제13조,극우적
11256,,중형,대잔치,한마음
11257,,인수,이연희,기권표
11258,,연습,지휘,10.2%
11259,,500지수,전두환씨,채해병
11260,,전교조,미군철수,제조
11261,,원작,배준영,상습
11262,,변호인들,훈련장,자축
11263,,개봉,손해배상,전략자산
11264,,골드버튼,표준,행세
11265,,통상외교,주미,12시간
11266,,교유,천안,가칭
11267,,여인,반군연합,계엄선포
11268,,포항,경호차량,결선투표
11269,,좌랑,김태규,정글
11270,,수석부장들,바깥,보직
11271,,권역,저작,49%
11272,,이용,평형,3주
11273,,83세,속행,원자력
11274,,신뢰도,판사집단,태권도장
11275,,employing,twice,우혜림
11276,,세입,부커,코리아
11277,,애간장,오펜하이머,음식점
11278,,정책협의회,김광만,부동산중개업소
11279,,김상호,파일,10
11280,,江蘇,신체,카메라
11281,,선진대국,규범들,이회창
11282,,남궁일,최종렬,헌법재판관
11283,,불법화,1위,통계조작
11284,,언어,독재적,면직
11285,,낭패,스티븐,고려시대
11286,,전설,폐쇄성,공직기강
11287,,호주,단식농성단,재정건전성
11288,,체계적,15억,명운
11289,,허위사실,불시,추세
11290,,Anchoring,60,6시
11291,,타결,차례,사고력
11292,,대개헌,개정도,사회보험
11293,,자본시장연구원,중앙정보부,기재위
11294,,무관심,6분,별개
11295,,단위,친중국,베센트
11296,,김용태,파견,평의
11297,,중간,조직도,개원의
11298,,자식들,협상팀,비옷
11299,,이사회,일파만파,민권운동
11300,,후예,마구잡이,과도기
11301,,수석부장판사,khan,25%
11302,,자찬,인화,1.9%
11303,,배상,교통,중앙선거여론조사심의위
11304,,보조금,중범죄,국제민간항공기구
11305,,베트콩,수급액,극치
11306,,재외국민,안개,모면
11307,,고도,제조사,경남지사
11308,,신원,선도,대오
11309,,수색,쿠폰,무궁화
11310,,게시글,나무,결실
11311,,당내부,구본현,홀대
11312,,동시다발,윤석산,승패
11313,,Sovereign,잔류,5.66%
11314,,안보리,역설,법사위원장
11315,,거역,위헌위법,배우자
11316,,추론,비아북,방안들
11317,,거야,마지,기업으
11318,,규제,전폭,안동
11319,,살신성인,차별주의자,국제적십자위원회
11320,,독대,범털,세대갈등
11321,,주진우,탄식,원칙들
11322,,파트너십,정부안,공공사회지출
11323,,업황,임문영,2000명
11324,,찬성론자,정무,전임
11325,,음모론자,헌법질서,처치
11326,,23%,흔적,알박기
11327,,재미,29일,원천기술
11328,,검토중,수업,고위공직자
11329,,퇴청,유화적,참여폭
11330,,건축,대통령제,차익
11331,,일정상,단성중학교,러시
11332,,교란,비명계,전격
11333,,정상회의,주씨,고조
11334,,도청,2번,쾌락
11335,,60년대,다자주의,점심시간
11336,,전문위원직,전진숙,폭발력
11337,,김정순,소멸,7.48%
11338,,3자,친위,선제적
11339,,운영위,로랑,성남도시개발공사
11340,,인사청문요청안,특이,박신용철
11341,,덕수상고,금정구청장,다수당
11342,,고검장,다자녀,개혁과제
11343,,원형,헌정유린,성평등
11344,,순리,틱톡,도민
11345,,군부,견제책,일몰
11346,,반노,최고권력자,부대
11347,,지체,망동,가톨릭평화방송
11348,,정론관,수령자,24.2개
11349,,47~51%,평행선,전월세
11350,,문명사,판매,타협점
11351,,예단,텐트,진화차
11352,,응어리,조성현,특유
11353,,자본,육군사관학교,주문
11354,,원탁회의,안들,정족
11355,,중범죄,교주,무위도식
11356,,대전대,단기적으,건국절
11357,,직시,수신료,최형두
11358,,한강,첫날,건폭
11359,,계파,윤건영,분량
11360,,휴직,향배,배려
11361,,9.52%,김영호,마시라
11362,,육해군,자동차산업,외교력
11363,,티켓,형량,캐릭터
11364,,샤프,대위,공포증
11365,,7%,송미령,용의
11366,,기회주의자적,경찰들,교역
11367,,망연자실,박영진,불씨
11368,,중장년,토허,내역
11369,,배분,이행,집마련
11370,,음성군,사연들,명지대
11371,,감세,제조물,반목
11372,,최소,1순위,붉은색
11373,,징수,자진사퇴,스톱
11374,,관세외교,환경오염,정보학
11375,,사저,레바논,불통
11376,,위험목,단계적,등록일
11377,,출생아,기제,70.88%
11378,,비상식,수원역,여인
11379,,내란조작범,7.94%,경제학
11380,,묘역,정대철,유종성
11381,,ARS,정신병원,성장론
11382,,본부,랜디,자락
